test_name,trial,user_time,sys_time,real_time,max_mem,avg_mem
add16.k,3,1.12,0.08,1.2,178292.0,0.0
add16.k,4,1.12,0.05,1.18,178608.0,0.0
factorial9.k,0,0.1,0.07,0.18,154236.0,0.0
factorial9.k,1,0.05,0.07,0.13,154008.0,0.0
factorial9.k,2,0.07,0.05,0.13,154248.0,0.0
factorial9.k,3,0.08,0.04,0.13,154192.0,0.0
factorial9.k,4,0.08,0.04,0.12,154000.0,0.0
evaltree.k,0,0.97,0.54,1.51,1744488.0,0.0
evaltree.k,1,0.98,0.44,1.43,1744488.0,0.0
evaltree.k,2,0.87,0.56,1.44,1744740.0,0.0
evaltree.k,3,0.92,0.52,1.45,1744808.0,0.0
evaltree.k,4,0.95,0.49,1.44,1744712.0,0.0
binarysearch.k,0,3.48,1.32,4.81,4658144.0,0.0
binarysearch.k,1,3.51,1.36,4.88,4657804.0,0.0
binarysearch.k,2,3.44,1.33,4.77,4657880.0,0.0
binarysearch.k,3,3.35,1.36,4.71,4658044.0,0.0
binarysearch.k,4,3.19,1.22,4.42,4658084.0,0.0
